text,label
can you delete the account,terminate_account
send me my card now asap,card_delivery_estimate
where can i update my pin number,change_pin
can i choose between visa and mastercard,visa_or_mastercard
i've been checking my statement to see if i've received a refund i requested from a seller a while ago has arrived but it has not this should have come back to me already can you help me figure out why it's not here and get my money back,Refund_not_showing_up
will i be charged a fee for topping up using a european card,top_up_by_card_charge
how can i tell if an amt will take this card,atm_support
i bought an item and the exchange rate was wrong,card_payment_wrong_exchange_rate
is there an allowance on cards,card_payment_fee_charged
what is the wait time for delivery to the us,card_delivery_estimate
when should i receive my refund,Refund_not_showing_up
how old do my kids have to be to use your service,age_limit
i want to open an account for my child,age_limit
what methods can i use to top up my account,top_up_by_cash_or_cheque
can i change my pin without going to a bank,change_pin
can i transfer money using the swift service,top_up_by_bank_transfer_charge
do i need to go to an office to change my pin,change_pin
i am very upset that i went to use my new card today and it kept getting declined why is this happening and what do i do to not have it declined,declined_card_payment
how is this transfer supposed to work it's not working for me,failed_transfer
will i be charged if i add more cards to the account,getting_spare_card
i thought it was free to make a withdrawal so how much does it cost now,cash_withdrawal_charge
can i use app to unblock my card,pin_blocked
i need more physical cards,getting_spare_card
is it possible to also get a disposable virtual card,get_disposable_virtual_card
i lost my phone what should i do,lost_or_stolen_phone
will i get extra charges,transfer_fee_charged
how do i cancel a purchase,request_refund
can you unblock my pin because i put the wrong one too many times,pin_blocked
can it be delivered by a specific date,card_delivery_estimate
i am having trouble withdrawing cash,declined_cash_withdrawal
where do i verify a top-up card,verify_top_up
i just got an email in confirming my purchase with my card i login to the mobile app on the card and found out there are several purchase were made without me aware of it evidently someone had stole my card information and made these fraudulent purchase i need the transaction to be reverse and have my card suspended,compromised_card
what's the process for topping up by card,topping_up_by_card
how do you top up with a cheque,top_up_by_cash_or_cheque
i tried activation my card and it didn't employment,activate_my_card
can my account be topped-up by friends of mine,topping_up_by_card
my card is missing,lost_or_stolen_card
do transfers from europe take longer,transfer_timing
i want to know where the funds come from,verify_source_of_funds
i tried to withdraw cash but got declined,declined_cash_withdrawal
does the top-up need verified,verify_top_up
i need to verify my funds,verify_source_of_funds
could i open an account for children,age_limit
where do i go to update details,edit_personal_details
exchanging currencies costs what,exchange_charge
how many atms will take this card,atm_support
what is the cause that the transfer shows as pending,pending_transfer
beneficiary transfer problems,beneficiary_not_allowed
why is my refund not visible on my statement,Refund_not_showing_up
i deactivated my card but would like to reactivate it,card_linking
what currency's can i exchange for,exchange_via_app
is there a disposable virtual card,get_disposable_virtual_card
there is a payment with my card which i definitely did not do,card_payment_not_recognised
how many virtual cards can i have i want 8,getting_virtual_card
are cards delivered to my location,order_physical_card
can it automatically top up my account,automatic_top_up
please tell me how to get a card if i reside in the us,country_support
what if i type in the wrong pin too many times,pin_blocked
how do i change my passcode,passcode_forgotten
i live in germany is that one of the countries you are in what other countries are you in,country_support
what do i do if i do not recognise a cash withdrawal,cash_withdrawal_not_recognised
how do you decide what the exchange rates are,exchange_rate
why did i get blocked,pin_blocked
why didn't i get the amount i requested at the atm,wrong_amount_of_cash_received
should i complete my security verification before i can use my account,why_verify_identity
i've use my accounts all the time to manage my payments for my place abroad that i just got i now see that i suddenly have new fees i'm a frequent customer so why are you charging me new fees instead of rewarding me,transfer_fee_charged
why isn't my virtual card working,virtual_card_not_working
there has been an unusual withdrawal from my account can you help,cash_withdrawal_not_recognised
help me verify my identity,unable_to_verify_identity
i am highly unsatisfied with this company and want to delete my account,terminate_account
i am a new customer and i happened to look at my app and there is a charge i am not familiar with could you tell me why the extra charge is there,extra_charge_on_statement
i need to know where i can withdraw money,atm_support
hey i tried to withdraw some cash earlier and it's saying it's pending will i be charged for this,pending_cash_withdrawal
i a having trouble proving my identity,unable_to_verify_identity
why did i have to pay extra because i paid with my card,card_payment_fee_charged
contactless payments need to be enabled for my card,contactless_not_working
i need to top up using a cheque,top_up_by_cash_or_cheque
what countries do you currently do business in,country_support
my account is devoid of funds am i permitted to submit additional money via bank transfer,transfer_into_account
are both visa and mastercard accepted,visa_or_mastercard
for what reason was my transfer declined,declined_transfer
help me order my card,order_physical_card
my phone is missing,lost_or_stolen_phone
it's been a week since you issued me a card and i still didn't get it should i keep waiting,card_arrival
how long will my cash withdrawal be pending for,pending_cash_withdrawal
i'm not able to withdraw money from the atm but i'm not sure why,declined_cash_withdrawal
i prefer mastercard,visa_or_mastercard
am i able to stop a transfer,cancel_transfer
why is my disposable card not working,virtual_card_not_working
how do i replace a stolen card,lost_or_stolen_card
the exchange rate you gave me for my cash withdrawal is wrong,wrong_exchange_rate_for_cash_withdrawal
i deposited a check yesterday to up my account balance but that deposit hasn't shown up yet it's been a day already,balance_not_updated_after_cheque_or_cash_deposit
why was the exchange rate different when i withdrew my cash,wrong_exchange_rate_for_cash_withdrawal
why am i being charged for withdrawing cash but haven't in the past,cash_withdrawal_charge
can i order a new card mine is about to expire,card_about_to_expire
please tell me which cash machines will allow me to change my pin,change_pin
how do i transfer money using a credit card,topping_up_by_card
why was my transfer charged fees,transfer_fee_charged
how do i get the card linked,card_linking
my statement has a payment that i do not recall making,card_payment_not_recognised
can i still use my account even though the identity verification has not passed yet,why_verify_identity
i have young kids can they use this service,age_limit
how can my friend give me money,receiving_money
how come you charge for cash withdrawals i withdrew cash after buying groceries today and there seems to be a new fee,cash_withdrawal_charge
i am trying to exchange crypto and it's not working tell me how to fix this,beneficiary_not_allowed
when will i get my refund,Refund_not_showing_up
am i allowed to change my pin anywhere,change_pin
a payment shows up on the app that i never made,card_payment_not_recognised
can i add money to my card automatically during a trip,automatic_top_up
i am unaware of what my password is,passcode_forgotten
is there a limit to top-up amounts,top_up_limits
my transfer failed help,failed_transfer
how do i add money from my amex card to top up,supported_cards_and_currencies
i would like to use the bank transfer feature but i can't find it can you please give me the details,transfer_into_account
my phone is lost i don't want someone to use my account what can i do,lost_or_stolen_phone
can someone assist me with explaining how i can unblock my pin,pin_blocked
can i use this all over the world,country_support
there is an unauthorized cash withdrawal from my account for 500 i definitely didn't make this withdrawal i need your help,cash_withdrawal_not_recognised
how can i know where my card will be accepted,card_acceptance
activate my card,activate_my_card
i transferred some money but i think it has gotten lost somewhere,balance_not_updated_after_bank_transfer
what is going on with my cash withdrawal the exchange rate is wrong,wrong_exchange_rate_for_cash_withdrawal
i made a transfer for my rent payment about 2 days ago but my landlord hasn't received it yet it shows as done on my side and i've double check all account numbers and they are correct can you verify that the transaction was actually made,transfer_not_received_by_recipient
how do you top up on the apple watch,apple_pay_or_google_pay
i went to look at my top-up and it was canceled can you tell me why this happend,top_up_reverted
why was the wrong rate applied when i bought something in a different currency,card_payment_wrong_exchange_rate
i need a refund,request_refund
why does my identity need verification,why_verify_identity
my top up didn't work,top_up_failed
as my kids get older are they able to get set up with their own accounts,age_limit
reason for my card to decline,declined_card_payment
the conversion rate on the atm that i used with foreign currency was wrong,wrong_exchange_rate_for_cash_withdrawal
i made a transfer and the person i transferred the money to didn't receive the right amount why did this happen and how do i get the rest of the money to them,transfer_fee_charged
my new card isn't here and it was issued a week ago,card_arrival
i'm still waiting on my identity verification,unable_to_verify_identity
how do i get refills to my card when i'm traveling,automatic_top_up
the transfer i made isn't reflected in my balance,balance_not_updated_after_bank_transfer
if i want to change my pin number can i directly from an atm,change_pin
am i able to have a card sent to china,card_about_to_expire
i need to know about exchange rates,exchange_rate
is there a way to track the new card you sent me,card_arrival
how do i order a disposable virtual card,get_disposable_virtual_card
help me verify my identification,unable_to_verify_identity
where do my available funds come from,verify_source_of_funds
i lost my phone and need help securing it,lost_or_stolen_phone
areas card is accpeted,card_acceptance
i don't want to use this method to identify myself,why_verify_identity
my card was refused,declined_card_payment
why did the funds not transfer to another recipient,transfer_not_received_by_recipient
do exchanges cost more,exchange_charge
i want to be sure that everything is okay here i just made a transfer from a uk account and it is still not showing up how long does this typically take,balance_not_updated_after_bank_transfer
my bank app said that i got cash from an atm but that's a mistake,cash_withdrawal_not_recognised
please tell me what this direct debit in my statement is,direct_debit_payment_not_recognised
when i submit a transfer it is being declined the information i put in has been reviewed,declined_transfer
the atm machines keep declining my card and i don't know why i thought i had money in my account why is this happening,declined_cash_withdrawal
where in the european union can i get a card,country_support
the new card that was just sent to me was declined multiple times yesterday when i tried to use it at a restaurant to pay for my dinner i am really disappointed and embarrassed that my card was denied when i tried to use it to pay for my friend's birthday dinner,declined_card_payment
when will my transfer arrive,transfer_not_received_by_recipient
my payment for my card is not working,declined_card_payment
what do i need for the identity check,verify_my_identity
i am having difficulties to verify my identity,unable_to_verify_identity
will any business take this card,card_acceptance
my new card has not been delivered to my home yet what is going on,card_arrival
if i will be traveling is there a way to auto top-up my card on certain days,automatic_top_up
why was a charged a fee for using the card,card_payment_fee_charged
can i use visa or mastercard with your service,visa_or_mastercard
why are the things i bought earlier today still showing as pending,pending_card_payment
i thought i left my card at a restaurant but they claim not to have it and now i don't have any idea where it is i'm so worried that someone might be using it fraudulently is there any way to look into this,lost_or_stolen_card
what was the cause for my card to be declined,declined_cash_withdrawal
still waiting on my new card,card_arrival
why was i charged a fee when making this transfer when i shouldn't have been,transfer_fee_charged
i need to use my disposable card multiple times a day is there a cutoff limit,disposable_card_limits
asked for 100 but only got 20 why would this happen,wrong_amount_of_cash_received
in what way can i change my pin and where do i need to be,change_pin
what steps do you take to check identity,verify_my_identity
do you know if there is a tracking number for the new card you sent me,card_arrival
when will my cheque be processed,balance_not_updated_after_cheque_or_cash_deposit
i can't find my pin anywhere,get_physical_card
my payment was rejected,declined_card_payment
i must make several disposable cards per day,disposable_card_limits
what types of top-up methods do you accept,top_up_by_cash_or_cheque
why am i charged a fee for using my card on some purchases,card_payment_fee_charged
i'm not okay with this fee on my statement,extra_charge_on_statement
so the transfer finally worked but now it's been pending for quite a long time how long do you expect me to wait for it it's quite urgent,pending_transfer
what options do i have in regards to payment,supported_cards_and_currencies
i need to know what your exchange rates are,exchange_rate
how do i freeze my bank card as there has been a strange withdrawal,cash_withdrawal_not_recognised
i tried to pull cash from an atm but it wouldn't let me,declined_cash_withdrawal
how can i link the new card,card_linking
how can i perform a dual money transferring from one account to another,transfer_into_account
i can't use the app my phone is lost at the hotel,lost_or_stolen_phone
why isn't my disposable virtual card working,virtual_card_not_working
how long do i have to wait for a us transfer,transfer_timing
i'm having trouble with proving my identity,unable_to_verify_identity
how to track the card you sent,card_arrival
i received the wrong amount of cash back,wrong_amount_of_cash_received
why do you need so much information about my identity,why_verify_identity
are bank transfers immediate,balance_not_updated_after_bank_transfer
what do i do if the atm didn't give me the correct amount i withdrew i pulled out 30 pounds and the atm gave me 10 pounds,wrong_amount_of_cash_received
i've got a problem - i bought something with my card one or two weeks ago but now exact same amount of the purchase is showing up in my account i like more money in my account but this is too good to be true can you tell me what's happening,reverted_card_payment?
why is the exchange rate on my card payment different than i expected,card_payment_wrong_exchange_rate
i'm concerned about a payment that has recently been made on my card i do not recognize the name that the transaction went to can you help me,card_payment_not_recognised
why would the atm machine fail to give me the cash withdrawal i requested,declined_cash_withdrawal
would like to use my card and need to activate it first can you help me do this,activate_my_card
looks like my card payment was made twice by mistake i paid at the store earlier which rejected once second time it worked app stays at pending for one of the payments can you please remove one of them as it's wrong and clearly was declined,transaction_charged_twice
please check to see if the band transfer i made a while ago from my uk account has safely arrived,balance_not_updated_after_bank_transfer
i received the wrong amount of cash from the atm can you help,wrong_amount_of_cash_received
can i use my card everywhere,card_acceptance
are there a certain amount of transactions i can do with one disposable card,disposable_card_limits
my payments from my virtual card keep getting rejected,virtual_card_not_working
how to get new card,contactless_not_working
i believe my top up was reverted,top_up_reverted
my card wont work at an atm,declined_cash_withdrawal
this card is accepted by what businesses,card_acceptance
is there a specific type you need for identity verification,verify_my_identity
i tired to deposit some cash into my account but it's not there,balance_not_updated_after_cheque_or_cash_deposit
how can i find the top-up verification code,verify_top_up
is there any nearby atm's,atm_support
i received the wrong color and size can i return it,request_refund
what is the process for activating my card,activate_my_card
how do i change my pin while traveling,change_pin
what different currencies can i get,exchange_via_app
why are all my transfers failing i have the details right and they won't complete i've been trying all day and they still won't go through this is urgent please help,declined_transfer
what's a verification code,verify_top_up
can i do a bank transfer to put additional money in my account because i am out of money,transfer_into_account
hello i wanted to get some more information about atm withdraw fee i have been withdrawing money for years and notice this charge on my account i always thought it was no fee since its you guys atm company that i am withdrawing can you please explain,cash_withdrawal_charge
once my card expires what should i do,card_about_to_expire
do i get an actual card,order_physical_card
can you tell me where you get your exchange rates,exchange_rate
could you please activate my card,activate_my_card
i need to make several disposable cards per day,disposable_card_limits
my virtual card isn't working,virtual_card_not_working
how old do my children need to be to open an account,age_limit
my card payment has been stuck on pending what is the problem it should have gone through by now,pending_card_payment
how do i add my card to the app once i get it,card_linking
how can i get my google pay top up to work,apple_pay_or_google_pay
i didnt do this charge,card_payment_not_recognised
why did the disposable virtual card which i used to pay a gym subscription get denied,virtual_card_not_working
is topping up unlimited,top_up_limits
why would i get a decline message in a transfer,declined_transfer
i want to transfer a sum of money from another bank account i have into this one,transfer_into_account
what source do my fund come from,verify_source_of_funds
i do not understand what this particular direct debit is,direct_debit_payment_not_recognised
please help me figure out the reason for the odd withdrawal amount from my account,cash_withdrawal_not_recognised
my card was topped this morning but i can't see the funds why didn't it complete,pending_top_up
what do i do if my card expires soon,card_about_to_expire
where can i get my card at,order_physical_card
is it free to exchange currency,exchange_charge
i can't pull my card out of the atm help me,card_swallowed
will i get a visa or mastercard,visa_or_mastercard
is there a place to check for fee for payments i feel like i'm getting charged too much at times,card_payment_fee_charged
what is the virtual card and how can i get one,getting_virtual_card
how can i transfer some money into a foreign account,transfer_into_account
i got some cash in the atm but its still pending,pending_cash_withdrawal
i had a decline on my card why,declined_card_payment
i tried topping off my account with a card but the money is not in my account despite the charge going through,topping_up_by_card
can you lookup my password,passcode_forgotten
i need a refund for something i bought,request_refund
how to edit personal details,edit_personal_details
i forgot my password to get into the app,passcode_forgotten
i want to choose a new pin,change_pin
do i need to order a new card if mine is expiring,card_about_to_expire
i need urgent help i realize i sent my payment to the wrong account number i made a typo please cancel the transfer immediately i cannot do anything from the app,cancel_transfer
i would like to top up my account automatically how do i do that,automatic_top_up
i believe my card has been stolen what can i do about this situation it's urgent,lost_or_stolen_card
can i top up my account with a cheque,top_up_by_cash_or_cheque
can you tell me how many currencies i can hold,fiat_currency_support
i noticed an extra fee when i paid with my card,card_payment_fee_charged
how do i top up,transfer_into_account
why is my top-up still pending,pending_top_up
what is the maximum i can top up,top_up_limits
my phone is not with me at the moment so i will not be able to access the app,lost_or_stolen_phone
what documents do i need to validate my identity,verify_my_identity
how long will i have to wait for my new card,card_delivery_estimate
why am i charged whenever i withdraw cash,cash_withdrawal_charge
how long do deposits take to appear i've been waiting for more than a week and need the money,balance_not_updated_after_cheque_or_cash_deposit
my top-up was reverted by the app,top_up_reverted
why on earth do you need so much personal id info from me,why_verify_identity
i forgot the code to access the app,passcode_forgotten
where can i find the top up verification code,verify_top_up
why isn't my contactless not working,contactless_not_working
how long is delivery to the us,card_delivery_estimate
i have no more money in my account is there a way to do a bank transfer to put money into my account,transfer_into_account
how to get card pin,get_physical_card
what do i need in regards to identification,verify_my_identity
do you do visa or mastercard,visa_or_mastercard
i still don't have a card how do i get one,order_physical_card
what fiduciary currencies are supported for tenure and exchange,fiat_currency_support
are there fees for adding money using an international card,top_up_by_card_charge
can my card be used everywhere,card_acceptance
how come when i asked for 100 it only gave me 20 00 in the app,wrong_amount_of_cash_received
when i was abroad the exchange rate for me was wrong,wrong_exchange_rate_for_cash_withdrawal
is ordering a new card from china available,card_about_to_expire
my top-up seems to be pending for a long time,pending_top_up
how do i go about getting hold of a virtual card,getting_virtual_card
why are my transfers and purchases keep getting declined,declined_transfer
where do i go to change gbp,exchange_via_app
can i get a physical card through this app,order_physical_card
what's my limit for topping up,top_up_limits
i want some extra physical cards,getting_spare_card
why is there a fee for the transfer i made,transfer_fee_charged
do you have the best exchange rate,exchange_rate
i'm a new customer and tried topping up today for the first time it's still pending and doesn't seem to be working i need to get this fixed,pending_top_up
can i use this card at any atm,atm_support
are there any limits to were my card is accepted,card_acceptance
can i use my account before the identity verification is complete,why_verify_identity
why can't i use a disposable card,disposable_card_limits
can you please make my top up go through as soon as possible i really need the money and it has been pending for an hour already,pending_top_up
would i be able to get a refund for something i bought,request_refund
i made a transfer from france two days ago now but there hasn't made it there yet do international transfers take longer,balance_not_updated_after_bank_transfer
how do vr cards work,get_disposable_virtual_card
someone besides me might be using my card,compromised_card
my cash deposit hasn't posted to my account,balance_not_updated_after_cheque_or_cash_deposit
do i have to top-up with my credit card before i can transfer,topping_up_by_card
what does a 'pending payment' mean,pending_card_payment
why was i charged a fee for debit or credit card payment,card_payment_fee_charged
i need to urgently transfer something from china how long will it approximately take,transfer_timing
i would like to know how to work out where my funds came from,verify_source_of_funds
when do i receive my pin,get_physical_card
why can't i complete the transfer,failed_transfer
is apple pay a top up service,apple_pay_or_google_pay
what is the extra 1 fee in my statement,extra_charge_on_statement
how do i get a virtual card for one time use,get_disposable_virtual_card
the money has not yet been placed in recipients account,transfer_not_received_by_recipient
how do i use a disposable virtual card,get_disposable_virtual_card
i need to change a transfer,cancel_transfer
how long will a transfer from europe take,transfer_timing
is there a fee to top up by bank transfers,top_up_by_bank_transfer_charge
you've incorrectly calculated the exchange rate for my cash withdrawal,wrong_exchange_rate_for_cash_withdrawal
is my child too young to sign up,age_limit
can i resent my passcode,passcode_forgotten
where do you deliver cards by mail,order_physical_card
i like to mastercard rather than visa,visa_or_mastercard
i'm waiting for the id verification to go through still so is it too soon to use my account,why_verify_identity
how much for a physical card,order_physical_card
help please my rent payment is coming out tomorrow and i made a payment mistake yesterday can you put in in the correct account,cancel_transfer
i would like to receive and use the card in europe is that possible,country_support
can i order extra cards,getting_spare_card
looking at my account i've noticed a charge that appears to still be in progress i had attempted to get money out of the machine earlier but the machine seemed to have been broken i never received my money so will you please look into this for me i don't want to be charged for money i never actually received,pending_cash_withdrawal
where are cards delivered to,order_physical_card
the amount of time that transfers usually take from a uk account is what i just completed a transfer and it is not showing up at all i'm wondering at this point if everything is actually okay,balance_not_updated_after_bank_transfer
i want to change my personal details,edit_personal_details
i have a card payment which shows as pending,pending_card_payment
i tried to buy something over the internet yesterday and got a declined error i tried again today and got the same message what is the issue,declined_transfer
i am not recognizing a debit payment from my account,direct_debit_payment_not_recognised
i found the exchange rate for my cash withdrawal is wrong,wrong_exchange_rate_for_cash_withdrawal
is it possible to make several disposable cards in a day,disposable_card_limits
why does my transfer say it is pending,pending_transfer
please help me with my card payments which keeps getting reverted whenever i do online shopping i am having this problem since last two weeks,reverted_card_payment?
hey i have my card how do i get it to show in the app,card_linking
i have friends that would like to top-up my account is that possible,topping_up_by_card
how do i order a new card if my current one is about to expire,card_about_to_expire
i accidentally put in the wrong pin too many times and now i need to unblock it can you assist with this,pin_blocked
what can you use the disposable cards for,get_disposable_virtual_card
do i have to verify the top-up,verify_top_up
my job requires me to do a lot of exchanging currency and i was wondering about any possible discounts or lower prices,exchange_charge
can my daughter also have a card issued in her name but linked to my account,getting_spare_card
how do i get into my account and edit my details,edit_personal_details
is the exchange rate current,exchange_rate
for what reason must i authenticate the top up,verify_top_up
how do i verify my identity online,verify_my_identity
i should not have been charged a fee for cash withdrawal,cash_withdrawal_charge
when i was drunk i got my card stuck in your machine because i mis-typed my pin what do i need to do to get it restored,pin_blocked
will filling stations accept my card,card_acceptance
what should i expect to be charged on a sepa transfer,top_up_by_bank_transfer_charge
how can disposable cards be used,get_disposable_virtual_card
i have a new card how do i top it up,topping_up_by_card
i received my american express in apple pay is there a reason why top up is not working,apple_pay_or_google_pay
i have to make more then a few disposable cards per day,disposable_card_limits
are eur exchanges allowed,fiat_currency_support
a friend was telling me about her disposable cards what would i have to do to be able to get that feature,disposable_card_limits
where has my transferred money gone,transfer_not_received_by_recipient
my card is lost please help me,lost_or_stolen_card
it's been more than a week since i had a return charged to my card why hasn't it showed up,Refund_not_showing_up
i sent payment with eu transfer and they still haven't received it how long does it take,pending_transfer
i put money in my account a week ago but its still not there what happened to my money,balance_not_updated_after_cheque_or_cash_deposit
can i change my pin remotely,change_pin
where can the pin be located,get_physical_card
i have a direct debit that i did not set up,direct_debit_payment_not_recognised
are top-ups allowed using apple pay,apple_pay_or_google_pay
why was i charged a fee for withdrawing cash,cash_withdrawal_charge
atm took my card,card_swallowed
i tried topping up using my card but the money is gone,topping_up_by_card
i look but i see no virtual card why is that,getting_virtual_card
i would like to track a card sent to me how do i do that,card_arrival
i would like my refund for this item i bought,request_refund
my card got stuck in an atm,card_swallowed
do you have a list of exchange rates,exchange_rate
i need to change my address in the personal details,edit_personal_details
what are all of the different steps for identity checks,verify_my_identity
there are transactions that i don't recognize what do i do if i think someone is using my card,compromised_card
where do i go to change my account details,edit_personal_details
there's an error in regards to the exchange rate for an item i bought,card_payment_wrong_exchange_rate
the refund on my account hasn't shown up,Refund_not_showing_up
can you please tell me why my cash withdrawal is still pending,pending_cash_withdrawal
is it ok if i use both visa and mastercard,visa_or_mastercard
suddenly my card won't work,card_not_working
i bought some stuff this morning but the payment shows as pending,pending_card_payment
i wasn't applied the correct exchange rate for an item i bought,card_payment_wrong_exchange_rate
what should i do if i exceed my pin tries,pin_blocked
i withdrew cash and i think the exchange rate is wrong,wrong_exchange_rate_for_cash_withdrawal
please delete my account i am not happy with the service from your company,terminate_account
can i choose whether i receive a visa or a mastercard card,visa_or_mastercard
tell me why my transfer is declined,declined_transfer
why can't i see my topup in my wallet anymore,topping_up_by_card
my card payment is just showing up as pending since forever what's going on with that when should it be going through,pending_card_payment
where is card accepted,card_acceptance
i need to close my account as soon as possible,terminate_account
i don't understand why i was charged extra for withdrawing money,cash_withdrawal_charge
i thought cash withdrawals were free why have i been charged a fee also how much is this fee,cash_withdrawal_charge
why is your exchange rate for my card payment wrong,card_payment_wrong_exchange_rate
my identity has been stolen i still have my physical card but there are charges i didn't make on my account how do i cancel this card or dispute the charges,cash_withdrawal_not_recognised
cash from this morning has not deposited,balance_not_updated_after_cheque_or_cash_deposit
i was trying to make a transfer and got an error message telling me it was not possible to make the transfer this has never happened before what happened,beneficiary_not_allowed
how do i reset my pin i can't seem to use my card,pin_blocked
i thought transfers were free why was i charged,transfer_fee_charged
do you know if my top-up has been cancelled,top_up_reverted
my bags were stolen i need a new card but need to cancel the stolen one,lost_or_stolen_card
the app denied my top-up,top_up_failed
if i exchange currencies on a frequent basis can i receive a discount,exchange_charge
how can i create many temporary cards daily,disposable_card_limits
how do i use my card if i lost my phone,lost_or_stolen_phone
how can i open an account for my children,age_limit
what are the ways for others to transfer me money,receiving_money
i would like to get an account for my child,age_limit
when will my card be delivered,card_delivery_estimate
i couldn't transfer money to my bank why not,beneficiary_not_allowed
the atm kept my card,card_swallowed
it's only been a few weeks my my top-up got cancelled,top_up_reverted
why was i unable to complete my transfer,failed_transfer
how do i exchange currencies with this,exchange_via_app
how often can i top up,top_up_limits
i believe that a card payment i made was cancelled,reverted_card_payment?
i moved to a new city and need to change my address,edit_personal_details
there's a refund missing from my statement,Refund_not_showing_up
my purchase from this morning still is pending,pending_card_payment
do you support countries other than mine,country_support
where are the virtual cards located,getting_virtual_card
i want to apply for a visa card,visa_or_mastercard
top up on my google pay isn't working,apple_pay_or_google_pay
i was wondering why my payment hasn't gone through yet its been a while,pending_card_payment
what are the countries that you operate in,country_support
i want to revert a transaction i did this morning,cancel_transfer
a bank atm did not give my card back what do i do now,card_swallowed
i saw a payment i did not do,card_payment_not_recognised
how can i transfer money from an outside bank,transfer_into_account
i thought i was going to get a virtual card but i haven't received it yet how can we resolve this,getting_virtual_card
card activation is not working what do i do,activate_my_card
i didn't get as much cash as i asked for from the atm why,wrong_amount_of_cash_received
i just made a top-up but it shows as pending i use your service all the time and have never had a problem before why does it keep showing up as pending,pending_top_up
how do i order a replacement for stolen card,compromised_card
how can i cancel a transfer i made,cancel_transfer
i am not able to see the card pin anywhere,get_physical_card
i just purchased a disposable virtual card am i able to use it for online purchases immediately,get_disposable_virtual_card
why doesn't my balance reflect my transfer,balance_not_updated_after_bank_transfer
i believe my credit card was stolen,lost_or_stolen_card
are there any restrictions for the disposable cards,disposable_card_limits
how many countries do you support,country_support
help me cancel a transaction,cancel_transfer
i noticed my card payment was cancelled can you tell me why,reverted_card_payment?
is exchanging currencies one of your app services,exchange_via_app
how do i add a new card,card_linking
when will my cheque process,balance_not_updated_after_cheque_or_cash_deposit
my refund has not shown up in my account where is it,Refund_not_showing_up
why was i charged a small amount,extra_charge_on_statement
can i get information on topping up,top_up_by_card_charge
i withdrew cash and was charged,cash_withdrawal_charge
where is my pin,get_physical_card
i just moved how do i give you my new address,edit_personal_details
how do i top up with apple pay,apple_pay_or_google_pay
please help me my disposable virtual card won't work right,virtual_card_not_working
how do you top-up using cash,top_up_by_cash_or_cheque
my card payment was cancelled,reverted_card_payment?
can i have a card even if i am not living in the uk,country_support
why am i unable verify my id,unable_to_verify_identity
do you have an age requirement when opening an account with your service,age_limit
is my card payment reverted,reverted_card_payment?
i need your help to check my account please my card keeps being declined at the atm and i've already tried two different ones,declined_cash_withdrawal
is there a list of atms that take this card,atm_support
i put some money in my account the other day and it's not gone in yet can you help with this,balance_not_updated_after_cheque_or_cash_deposit
what happened to the money after i put in the wrong info and it got declined,topping_up_by_card
my card stopped working,card_not_working
it won't let me activate my card,activate_my_card
is there an age limit to get an account,age_limit
what's the process for topping up my card,topping_up_by_card
i think that my card has been stolen,lost_or_stolen_card
can you check about unauthorized use of my card i think someone is using mine without my knowledge,compromised_card
does apple watch support the topping-off of my account,apple_pay_or_google_pay
how is my money transferred to the account,transfer_into_account
i am express delivering my card to the us how long will that take,card_delivery_estimate
any charges applicable for new card,contactless_not_working
something is wrong with my payment account since it has been declined,declined_card_payment
there is a payment that is not mine in the app,card_payment_not_recognised
my payment has been returned,reverted_card_payment?
i disagree with a charge,card_payment_not_recognised
why can't i get cash out,declined_cash_withdrawal
the terminal i paid at wouldn't take my card is something wrong,contactless_not_working
how do i find top up for cash deposit,top_up_by_cash_or_cheque
i haven't received the pin yet,get_physical_card
can i verify a top up,verify_top_up
can you tell me where can change my pin,change_pin
how do i re-order a damaged card,card_not_working
why can't i get my virtual card to work,virtual_card_not_working
what steps do i need to do to delete my account,terminate_account
you did not give me the correct exchange rate for an item that i bought,card_payment_wrong_exchange_rate
when i received my cash the exchange rate was wrong,wrong_exchange_rate_for_cash_withdrawal
can you tell me where my readily available cash has come from,verify_source_of_funds
cash withdrawal still pending,pending_cash_withdrawal
why was a payment cancelled on my account,reverted_card_payment?
my card has been lost help,lost_or_stolen_card
the wrong exchange rate was used when i purchased an item,card_payment_wrong_exchange_rate
i need a transfer cancelled,cancel_transfer
why couldn't i transfer funds to my beneficiary,beneficiary_not_allowed
the atm won't give me my card back i need it back now,card_swallowed
are all fiat currencies supported,fiat_currency_support
where do i request a disposable virtual card,get_disposable_virtual_card
i'd like to have another card,getting_spare_card
is there a top-up limit,top_up_limits
is my card ready for use or does it need activated and if so how,activate_my_card
i have transferred some money but the balance hasn't changed,balance_not_updated_after_bank_transfer
there's been a transaction to the wrong account,cancel_transfer
my rate is not right when i used my card in a different country's money,wrong_exchange_rate_for_cash_withdrawal
i've completely forgot the code to get into the app,passcode_forgotten
is there a way to revert my transaction from this morning,cancel_transfer
how old does my kids need to be to open an account,age_limit
i want to top up by card,topping_up_by_card
i want to top up my account what payment methods are supported,supported_cards_and_currencies
where is the virtual card,getting_virtual_card
if i have this card which atms can i go to,atm_support
my card details could be stolen as i didnt make these transactions,compromised_card
i don't understand why my card payment is pending it has been pending for too long why is this and when might it go through,pending_card_payment
please activate my card,activate_my_card
help i have a stolen card,lost_or_stolen_card
is my credit card supported for top-ups,supported_cards_and_currencies
